ID_PARTICIPACION,keyword
507,caducidad
507,establecido
507,explotaciones
507,actividad
507,estado
508,finalidad
508,indicaciones
508,modificaciones
508,defraudación
508,destinación
508,postulaciones
508,establecido
509,explotación
509,depreciación
509,amortización
509,modificación
509,minera
509,operacional
509,admisibilidad
509,deducibles
510,compensación
510,indicaciones
510,rentas
510,tributación
510,redacción
510,valorem
511,recuperación
511,indicación
511,siguiente
511,comunas
511,prioritariamente
511,senadora
511,ciento
511,exista
512,perú
512,redacción
512,elaboración
512,intención
512,desproporcionada
512,senadora
512,establecido
512,competitivos
513,distribución
513,información
513,ejecución
513,apelaciones
513,indicación
513,presentación
513,comunicación
513,estudios
514,contención
514,consecuencia
514,consiguiente
514,aplicación
514,consideración
514,pensemos
515,esto
515,mencionado
515,disposición
515,entregara
515,realidad
515,realmente
515,todos
516,vacaciones
516,entregado
516,ejecución
516,indicación
516,instituciones
516,intercoordinación
516,diferente
516,quedemos
517,sanción
517,operación
517,relación
517,indicación
517,seguridad
517,estos
517,esto
518,sensación
518,nacionalidades
518,disposición
518,moción
518,mencionado
518,detención
518,nación
518,estamentos
519,habitacionales
519,protección
519,inserción
519,fiscalizaciones
519,población
519,estatales
519,urbanismo
520,contención
520,disposición
520,provocación
520,población
520,oposición
520,permanencia
520,realmente
520,esto
521,senadores
521,transparencia
521,adopción
521,moción
521,honorables
521,empresas
521,laboral
521,núñez
522,honorables
522,provoste
522,tratamiento
522,senadores
522,reutilización
522,residuales
522,moción
523,definición
523,esencialísimo
523,cuidado
523,estado
523,ejecución
523,tremendo
523,relacionado
523,institucionalidad
524,refinación
524,estado
524,consideración
524,económico
524,consecuencia
524,operación
524,excelente
524,inicialmente
525,estado
525,disposición
525,delincuencia
525,sanciona
525,posibilidades
525,siguiente
525,oposición
526,capacidad
526,sociales
526,mitigación
526,significa
526,relación
526,senadora
526,político
527,definición
527,salud
527,preocupación
527,significativo
527,respecto
527,especialmente
527,incorporado
528,definición
528,criterios
528,artículo
528,enseguida
528,11
528,senadora
528,contenidas
529,definición
529,crítico
529,referencia
529,relación
529,senadora
529,impacto
529,como
530,métrica
530,diferencias
530,definición
530,contaminantes
530,senadora
530,como
530,entre
531,aplicación
531,actividad
531,definición
531,estudio
531,respecto
531,como
531,indirectamente
532,actividad
532,normativa
532,afectación
532,zona
532,población
532,alteración
532,indirectamente
532,siguiente
533,definición
533,diferenciar
533,crítico
533,ejecutivo
533,métrica
533,significativo
533,contaminante
533,impacto
534,senadora
534,definición
534,enseguida
534,trabajar
534,propuestas
534,nueva
534,una
534,honorable
535,normativa
535,senadora
535,zona
535,como
535,propuesta
535,suficiente
535,destacó
536,constitución
536,convenciones
536,normativa
536,internacionales
536,menciona
536,esto
537,necesidad
537,conseguido
537,recomendación
537,siguiente
537,saludo
537,coordinación
537,población
537,presidenta
538,diagnóstico
538,regulación
538,disposiciones
538,constitución
538,disposición
538,indicaciones
538,modificación
539,consecuencia
539,dependencia
539,pensando
539,senado
539,significa
539,esto
539,realmente
539,información
540,transporte
540,telecomunicaciones
540,valparaíso
540,fiscalizaciones
540,licitación
540,la
540,conductores
541,envejecimiento
541,protección
541,convención
541,cuidadoras
541,diferencia
541,calidad
541,realmente
542,estado
542,senadores
542,constitucional
542,juana
542,forestales
542,nuñez
542,señores
543,elaboración
543,establecido
543,consecuencia
543,establecimientos
543,regulación
543,artículo
543,creación
543,calidad
544,educacionales
544,establecimientos
544,certificaciones
544,diagnóstico
544,indicaciones
544,estudios
544,salud
545,rehabilitación
545,indicaciones
545,departamentos
545,siguiente
545,normativas
545,senadores
545,nuevo
545,implementación
546,indicaciones
546,procurará
546,incluir
546,senadores
546,pascual
546,primero
546,honorables
547,rehabilitación
547,habilitación
547,consecuencia
547,recuperación
547,protección
547,indicaciones
547,implementación
547,especializados
548,autista
548,indicación
548,modificaciones
548,certificación
548,contenido
548,integrante
548,senadoras
548,aprobado
549,artículo
549,indicaciones
549,modificaciones
549,disposiciones
549,disposición
549,17
549,calidad
550,siguiente
550,establecimientos
550,indicaciones
550,alimentación
550,electricidad
550,calidad
550,educacionales
551,autista
551,indicaciones
551,modificaciones
551,iniciativa
551,cuidador
551,calidad
551,discapacidad
552,cuidador
552,indicaciones
552,proporcione
552,siguiente
552,detección
553,99
553,números
553,senadores
553,indicaciones
553,autista
553,señores
554,fiscalización
554,normativa
554,salud
554,reiteración
554,atribuciones
554,calidad
554,establecido
554,sensación
555,intervención
555,certificación
555,indicaciones
555,discapacidad
555,siguiente
555,honorables
555,senadores
556,indicaciones
556,discriminación
556,modificaciones
556,números
556,integrantes
556,calidad
556,134
557,indicaciones
557,iniciativa
557,estado
557,senadoras
557,oración
557,presidenta
558,indicaciones
558,discriminación
558,modificaciones
558,números
558,integrantes
558,calidad
558,134
559,promoverá
559,senadoras
559,indicaciones
559,garantizará
559,señoras
559,83
559,honorables
560,educativa
560,indicación
560,senadoras
560,80
560,honorables
560,número
560,provoste
560,núñez
561,senadoras
561,promoverá
561,garantizará
561,indicaciones
561,señoras
561,honorables
561,85
562,promoverá
562,indicaciones
562,senadores
562,90
562,garantizará
562,continuación
562,los
562,números
563,tea
563,senadora
563,cuidadores
563,efecto
563,tipo
563,proyecto
563,orientado
564,fiscalización
564,administración
564,organizaciones
564,prioridad
564,estado
564,representación
564,indicación
564,agrupaciones
565,pictogramas
565,indicación
565,87
565,similares
565,senadoras
565,número
565,retirada
565,por
566,hospitalización
566,indicaciones
566,cuidador
566,siguiente
567,educación
567,instituciones
567,indicaciones
567,estado
567,senadores
567,honorables
567,locución
567,90
568,promoverá
568,senadores
568,indicaciones
568,garantizará
568,91
568,continuación
568,los
569,instituciones
569,indicaciones
569,autista
569,siguiente
569,senadores
569,estado
570,inciso
570,autista
570,diagnóstico
570,fonoaudiólogos
570,indicación
570,establecimientos
570,derivación
570,siguiente
571,diagnóstico
571,capacitación
571,obtención
571,niños
571,senadora
571,mencionó
572,garantizar
572,senadores
572,96
572,indicaciones
572,señores
572,los
572,honorables
572,promover
573,institucionalidad
573,cuidados
573,senadora
573,tea
573,enfrentar
573,que
573,condición
574,educación
574,adecuaciones
574,establecimientos
574,autista
574,indicaciones
574,estado
574,calificación
574,aprendizajes
575,indicación
575,número
575,derechos
575,100
575,laboral
575,nº
575,siguiente
575,oración
576,autista
576,indicación
576,implementación
576,familias
576,senadoras
576,estado
576,104
576,siguiente
577,intenciones
577,cuidado
577,cuidadores
577,necesidades
577,tramitación
577,estado
577,calificación
577,organizaciones
578,hospitalización
578,indicaciones
578,cuidador
578,siguiente
579,educacional
579,modificaciones
579,intención
579,indicaciones
579,objeciones
580,educacionales
580,discriminación
580,evaluación
580,establecimientos
581,instituciones
581,indicaciones
581,consecuencia
581,calidad
581,constitución
581,senadora
581,establecimientos
582,posibilidad
582,certificación
582,modificaciones
582,discapacidad
582,informe
582,indicación
582,biomédico
583,consecuencia
583,educacionales
583,discriminación
583,calidad
583,profesionales
584,educación
584,instituciones
584,constitución
584,honorables
584,efectuando
584,indicación
584,universitaria
585,elaboración
585,autismo
585,constitución
585,atribuciones
585,ejecución
585,inadmisibilidad
585,indicación
586,implementación
586,disposiciones
586,información
586,indicación
586,disposición
586,conocimiento
586,estado
586,siguiente
587,consecuencia
587,actuaciones
587,seguridad
587,profundidad
587,cuidados
587,modificaciones
587,senadora
588,indicación
588,procedimientos
588,autista
588,disposiciones
588,entregándoles
588,judiciales
588,calidad
588,información
589,posibilidad
589,sociabilización
589,inadmisibilidad
589,actividades
589,educacionales
589,especificación
589,constitucional
589,cuidados
590,artículo
590,posibilidades
590,cuidados
590,diagnosticado
590,administrativo
590,conformidad
590,estudio
590,calidad
591,necesidades
591,indicación
591,calidad
591,cuidadores
591,modificaciones
591,siguiente
591,integrantes
591,pertinencia
592,establecimientos
592,instituciones
592,indicaciones
592,autista
592,constitución
592,establecerán
592,cuidadores
592,es
593,constitución
593,artículo
593,indicación
593,implementado
593,evaluación
593,materias
593,iniciativa
594,disposiciones
594,artículo
594,indicación
594,consecuencia
594,intención
594,estudio
594,numeración
595,cuidador
595,indicaciones
595,senadora
595,siguiente
595,derecho
595,segundo
596,autista
596,procedimientos
596,tratamientos
596,indicación
596,afecciones
596,clínicos
596,propuestos
597,indicaciones
597,consecuencia
597,51
597,modificaciones
597,siguiente
597,calidad
597,números
597,estas
598,estado
598,diagnóstico
598,instituciones
598,consecuencia
598,evaluación
598,calidad
598,indicación
598,particularidades
599,protección
599,regulación
599,calidad
599,identidad
599,indicaciones
599,interpretación
599,establecido
600,autista
600,responsabilidad
600,especialistas
600,sugerencias
600,diagnóstico
600,establecimientos
600,constitución
601,garantizar
601,senadora
601,promoverá
601,indicaciones
602,indicaciones
602,senadoras
602,existente
602,honorables
602,oferta
602,deberá
602,núñez
603,discriminación
603,indicaciones
603,calidad
603,números
603,estas
603,contenido
604,promoverá
604,indicaciones
604,senadoras
604,garantizará
604,honorables
605,castro
605,senadores
605,sólo
605,indicaciones
605,gonzález
605,18
606,indicaciones
606,normas
606,honorables
606,disposiciones
606,regulado
606,senadores
606,derechos
607,neurodiversidad
607,autismo
607,personalizadas
607,necesidades
607,indicación
607,personas
608,establecimientos
608,modificaciones
608,indicaciones
608,integrantes
608,diferenciadas
608,integrante
608,aprendizaje
609,autista
609,calidad
609,indicación
609,inciso
609,siguiente
609,normas
609,protección
609,efectos
610,restrinja
610,indicación
610,impida
610,restringen
610,senadoras
610,es
610,honorables
611,afectación
611,expresiones
611,indicación
611,senadoras
611,honorables
611,intenta
611,señoras
611,núñez
612,afectación
612,indicaciones
612,senadores
612,castro
612,gonzález
612,honorables
613,senadores
613,autista
613,indicaciones
613,funcionalidad
613,continuación
613,segundo
613,discapacidad
613,señoras
614,funcionamiento
614,indicación
614,discapacidad
614,características
614,funcional
614,significativo
614,cuando
614,senadoras
615,afectaciones
615,expresiones
615,indicación
615,senadoras
615,honorables
615,señoras
615,núñez
615,número
616,indicaciones
616,dependencia
616,financiamiento
616,cuidados
616,profundidad
616,contenido
616,igualmente
616,adicional
617,autista
617,senadores
617,indicaciones
617,entenderá
617,diferencia
617,es
617,señores
618,neurotipicidad
618,neurodesarrollo
618,cerebral
618,senadores
618,conductas
618,autista
618,indicaciones
619,diagnóstico
619,indicación
619,evaluación
619,proyecto
619,consultó
619,detección
619,cuidadores
619,propósito
620,iniciativa
620,cuidados
620,ejecutivo
620,protección
620,preocupación
620,concretas
620,condición
621,indicaciones
621,independencia
621,protección
621,educación
621,iniciativa
621,siguiente
621,modificaciones
622,diagnóstico
622,institucionalidad
622,ejecutivo
622,cuidadoras
622,detección
622,estatales
622,sanciones
622,organizaciones
623,constitucional
623,normativos
623,indicaciones
623,posibilidad
623,artículo
624,especialidades
624,responsabilidad
624,sufrimientos
624,detección
624,institucionalidad
624,cuidadoras
624,calidad
624,insuficiencia
625,diagnóstico
625,neurodiversidad
625,formación
625,diferencias
625,pediatras
625,comparación
625,consultó
626,necesidades
626,diferencias
626,profundidad
626,presentaciones
626,esenciales
626,situación
626,deficiencias
626,discapacidad
627,institucionales
627,votación
627,senadores
627,ciertas
627,declaración
627,presidente
627,excelencia
628,institucionales
628,senadores
628,declaración
628,acuerdo
628,honorables
628,proyecto
628,federativa
628,núñez
629,presidente
629,senadores
629,república
629,votación
629,excelencia
629,competentes
629,realizado
629,internacionales
630,tramitación
630,votación
630,presidente
630,núñez
630,presentado
630,rentas
630,excelencia
630,proyecto
631,senadores
631,personas
631,castro
631,moción
631,gonzález
631,honorables
631,artes
632,paralizaciones
632,diferencia
632,disposición
632,posibilidades
632,definición
632,indicación
632,trascendencia
632,ejecución
633,constitucionales
633,elecciones
633,elección
633,estado
633,convicción
633,negociación
633,estarnos
4893,instituciones
4893,objetivo
4893,senadora
4893,interesante
4893,proyecto
4893,experiencia
4893,estimó
4893,antecedentes
4894,instituciones
4894,adicionalmente
4894,educación
4894,imposición
4894,diferente
4894,articulación
4894,planificación
4894,indudablemente
4895,estado
4895,senadora
4895,función
4895,solucionado
4895,señales
4895,es
4895,juntarnos
4895,gracias
4896,institucionalidad
4896,cuidado
4896,envejecimiento
4896,tramitación
4896,población
4896,senadores
4896,presidente
4896,excelencia
4897,formulación
4897,prioridades
4897,referencias
4897,estado
4897,institucionalidad
4897,creación
4897,cuestionó
4897,seguidamente
4898,institucionalidad
4898,seguridad
4898,estado
4898,regionalización
4898,injerencia
4898,ministerios
4898,debilidad
4899,educación
4899,preferente
4899,senadores
4899,moción
4899,moral
4899,derecho
4899,honorables
4900,adopción
4900,excelencia
4900,chilena
4900,república
4900,presidente
4900,senadores
4900,lagos
4900,proyecto
4901,seguridad
4901,senadores
4901,presidente
4901,república
4901,conserje
4901,realidad
4901,reglamentación
4901,como
4902,senadora
4902,honorable
4902,senado
4902,parlamentarios
4902,republicano
4902,señor
4902,transparencia
4903,senadores
4903,excelencia
4903,presidente
4903,honorables
4903,iniciativa
4903,república
4903,acuerdo
4903,universidad
4904,implementación
4904,niños
4904,acceso
4904,proyecto
4904,república
4904,presidente
4904,excelencia
4904,educativo
4905,senadores
4905,chileno
4905,estudio
4905,excelencia
4905,acuerdo
4905,honorables
4905,conocimiento
4905,curriculares
4906,información
4906,tratamiento
4906,gracias
4906,diferencia
4906,estos
4906,esto
4906,unificado
4906,chile
4907,financiero
4907,presentación
4907,honorables
4907,informe
4907,aravena
4907,senadores
4907,proyecto
4908,respectivo
4908,inscripción
4908,público
4908,fundamentar
4908,aprovechamiento
4908,votación
4908,derechos
4909,diagnóstico
4909,necesidad
4909,estado
4909,constitucional
4909,varias
4909,solamente
4909,persecución
4909,como
4910,indicación
4910,tenencia
4910,sanciona
4910,penitenciario
4910,establecimiento
4910,senadora
4910,votación
4911,corporaciones
4911,complicaciones
4911,estado
4911,dedicación
4911,indicaciones
4911,funcionamiento
4911,instituciones
4911,establecido
4912,sudán
4912,protección
4912,senadores
4912,población
4912,declaración
4912,proyecto
4912,humanitaria
4913,mociones
4913,senadora
4913,motivos
4913,aravena
4913,honorable
4913,señaló
4913,señora
4914,remuneraciones
4914,proposición
4914,aravena
4914,análisis
4914,advirtió
4914,senadora
4914,funciones
4914,policiales
4915,sancionatorio
4915,posibilidad
4915,discriminación
4915,proporcionaran
4915,senadora
4915,información
4915,trabajado
4915,iniciativa
4916,estado
4916,significado
4916,trasladándose
4916,corporación
4916,funcionaria
4916,esto
4916,seguridad
4916,saludo
4917,estudiado
4917,estemos
4917,procedimiento
4917,avanzamos
4917,es
4917,abogado
4917,senado
4917,votación
4918,procedimiento
4918,municipalidades
4918,senadores
4918,iniciativa
4918,electorales
4918,presentación
4918,presidente
4918,excelencia
4919,senadores
4919,educación
4919,excelencia
4919,presidente
4919,república
4919,proyecto
4919,honorables
4919,señoras
4920,educación
4920,derechos
4920,funcionan
4920,necesidades
4920,excelencia
4920,relación
4920,senadores
4921,educación
4921,senadores
4921,establecimientos
4921,excelencia
4921,subvención
4921,iniciativa
4921,honorables
4921,matrícula
4922,consecuencia
4922,modificación
4922,funcionen
4922,indicación
4922,estado
4922,lamentablemente
4922,producido
4922,consentimiento
4923,fiscalización
4923,administrativos
4923,senadores
4923,excelencia
4923,educación
4923,república
4923,sanción
4923,presidente
4924,aplicación
4924,podrán
4924,definición
4924,senadora
4924,igualdad
4924,preocupación
4924,es
4924,estos
4925,administración
4925,públicas
4925,necesidad
4925,estudio
4925,utilización
4925,declaración
4925,legislación
4926,tecnológicos
4926,institucionalidad
4926,situación
4926,recursos
4926,funcione
4926,estos
4926,sistema
4926,es
4927,tramitación
4927,ejecutivo
4927,esto
4927,respecto
4927,senadora
4927,parece
4927,declaración
4927,público
4928,trabajando
4928,disposición
4928,ejecutivo
4928,relación
4928,indicaciones
4928,senadora
4928,prácticamente
4929,posibilidad
4929,innovación
4929,ejecución
4929,universidades
4929,invención
4929,titularidad
4929,financiamiento
4930,transacciones
4930,necesidad
4930,ejecutivo
4930,presentaciones
4930,ampliación
4930,competencias
4930,analizar
4930,dotaciones
4931,institucionalidad
4931,sanciones
4931,sancionar
4931,indicaciones
4931,contratación
4931,administrativos
4931,adelantó
4931,públicas
4932,licitaciones
4932,comunitarias
4932,instrumentos
4932,imposibilidad
4932,senadora
4932,prácticamente
4932,oferente
4932,exigiendo
4933,informático
4933,software
4933,consulta
4933,ejecutivo
4933,respecto
4933,operativa
4933,legal
4934,responsabilidad
4934,corporaciones
4934,fundaciones
4934,indicaciones
4934,presentación
4934,ejecutivo
4934,iniciativa
4934,senadora
4935,investigación
4935,estado
4935,contratación
4935,innovación
4935,igualmente
4935,estos
4935,unidad
4936,ejecutivo
4936,explicación
4936,senadora
4936,objetivo
4936,entiende
4936,declarado
4936,honorable
4936,como
4937,conciliación
4937,indicación
4937,luego
4937,ejecutivo
4937,oración
4937,llamado
4937,aravena
4937,senadora
